label,shape_type,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,a_36,a_37,a_38,a_39,a_40,a_41,a_42,a_43,a_44,a_45,a_46,a_47,a_48,a_49,a_50,a_51,a_52,a_53,a_54,a_55,a_56,a_57,a_58,a_59,a_60,a_61,a_62,a_63,a_64,a_65,a_66,a_67,a_68,a_69,a_70,a_71,a_72,a_73,a_74,a_75,a_76,a_77,a_78,a_79,a_80,a_81,a_82,a_83,a_84,a_85,a_86,a_87,a_88,a_89,a_90,a_91,a_92,a_93,a_94,a_95,a_96,a_97,a_98,a_99,a_100
1,lorentzian,-0.119576,-0.001104,0.015125,0.190367,0.143183,-0.008653,-0.105059,0.110738,-0.071372,0.029251,-0.052233,0.093097,-0.135184,0.098186,0.133464,-0.204561,0.017639,0.046038,0.070772,0.046041,0.071045,0.123932,-0.149451,0.002629,0.003415,-0.086739,0.243212,-0.087231,0.084395,-0.045640,0.112700,0.033134,0.060455,0.107753,-0.006705,0.066802,0.026614,0.088165,0.190507,-0.061566,0.106796,0.072586,0.071510,0.102695,0.335193,0.267527,0.028004,0.093537,0.091768,0.200025,0.366667,0.437626,0.567532,0.765344,0.820135,1.041884,1.117606,1.114797,0.988412,0.861629,0.754965,0.730421,0.502195,0.482943,0.314361,0.343094,0.143654,0.213232,0.055128,0.097570,0.033576,0.197389,0.120221,0.231828,0.067900,0.145624,0.147889,0.035113,0.020488,0.065134,0.122923,0.007683,0.024526,0.000830,0.139578,-0.138615,-0.011534,-0.085283,-0.081406,-0.119810,-0.076605,0.073587,0.090937,0.119562,0.156337,-0.209002,0.049233,0.082777,0.121319,0.049742,0.023423
0,gaussian,-0.001338,-0.004681,0.006740,-0.013517,-0.005516,-0.007450,-0.010505,-0.002323,-0.000425,-0.018953,0.005013,0.021367,-0.011874,0.004183,0.010336,-0.004376,-0.012201,0.005801,-0.017018,0.003883,-0.011208,-0.012488,0.002907,-0.003209,-0.000062,-0.012680,-0.010673,-0.005910,0.004486,-0.008496,-0.010219,0.001781,-0.020145,-0.010990,0.001662,-0.005844,-0.026402,-0.003392,0.022146,-0.013751,0.018825,0.064007,0.172985,0.401273,0.793597,1.348409,1.992226,2.561304,2.825186,2.674462,2.208246,1.545154,0.930945,0.495147,0.214487,0.078403,0.032048,0.020910,0.004242,-0.009724,-0.011293,0.029061,0.008542,0.023317,0.017565,-0.005081,-0.011642,-0.012046,-0.004375,0.011215,0.003360,0.002598,0.009162,-0.002174,-0.005347,-0.000276,0.006745,-0.015096,0.014586,-0.014281,-0.006437,0.002259,0.005133,-0.000092,-0.017703,-0.014078,0.004008,-0.021285,-0.018033,0.022814,0.001883,-0.014629,-0.005002,-0.003974,-0.011642,0.005375,0.005891,-0.016900,0.016312,0.016592,-0.001785
0,gaussian,-0.016581,0.003510,-0.027042,0.014712,0.006931,0.003204,0.007102,0.008103,0.000615,0.008058,0.010795,0.000172,0.008082,0.024605,-0.007176,-0.007505,0.033735,0.005258,-0.008955,-0.004588,-0.021157,0.003020,0.002855,0.028952,0.010898,0.015388,0.000171,-0.006272,0.021138,0.019824,0.002161,-0.000059,-0.023520,-0.024775,-0.006943,-0.014885,0.005840,-0.005656,-0.016604,0.039251,0.006595,-0.016307,0.032963,0.014895,0.000429,0.046662,0.119269,0.323295,0.732045,1.358743,2.096072,2.613377,2.670771,2.245631,1.546308,0.863399,0.443196,0.165497,0.027795,0.044919,-0.006189,0.003330,-0.004993,0.018019,-0.004878,0.001023,-0.025637,0.007050,0.048758,0.008723,0.035714,0.057069,0.037527,-0.034814,-0.008477,0.001396,-0.011168,-0.014206,0.017205,0.019573,0.039072,-0.006348,0.002555,-0.003316,0.010505,-0.007545,0.006072,-0.031870,0.004213,-0.005691,-0.004720,-0.024346,-0.003223,0.022611,-0.026212,0.011858,0.028140,0.006726,-0.027279,0.002102,-0.040351
1,lorentzian,0.122539,-0.100033,-0.042723,-0.002151,0.230953,-0.031325,0.138775,0.085075,0.015037,-0.003479,0.054330,-0.031418,-0.049387,-0.026336,-0.027820,-0.065965,0.065330,0.021394,0.004496,0.066893,0.001706,-0.086115,0.018965,0.201607,0.010680,-0.039900,-0.001874,0.061032,0.128556,0.048892,0.084830,-0.155787,0.049834,0.009972,0.074007,0.130731,0.172700,0.209389,0.094286,0.002750,0.223140,0.153157,0.043981,0.214783,0.221030,0.194352,0.169472,0.342256,0.462961,0.445141,0.632366,0.703070,0.825524,0.956362,1.142771,1.074174,1.028977,0.787249,0.771433,0.784155,0.416989,0.508913,0.386983,0.320817,0.244251,0.064196,0.184407,0.086388,0.196264,0.238403,0.139057,0.058389,0.034280,0.128845,0.095096,0.153841,0.138468,0.029291,-0.081360,0.013073,0.207175,0.077044,0.081224,-0.013448,0.044934,0.052465,0.027639,0.075496,-0.013967,0.106053,0.041441,0.114963,0.090508,0.117682,0.133472,-0.016468,0.079527,-0.025927,0.065182,0.009096,-0.015469
0,gaussian,-0.000226,0.008298,-0.006861,0.013184,0.000680,-0.011495,-0.009266,0.007058,-0.013534,-0.012981,-0.007177,0.001928,0.002546,-0.006243,-0.014366,-0.003220,-0.001881,0.002956,0.000363,-0.001293,-0.002247,0.012676,-0.004210,0.000109,-0.003336,0.011874,-0.018135,-0.008999,0.018599,-0.003434,0.006899,0.008597,-0.001108,-0.001592,0.010848,-0.003907,0.010108,-0.014019,-0.007006,0.010254,-0.002844,0.029996,0.069955,0.151051,0.326723,0.699601,1.224595,1.786113,2.303752,2.491755,2.380483,1.949256,1.359087,0.830853,0.425956,0.222275,0.073252,0.025514,-0.007362,-0.015073,-0.022771,-0.011717,0.007092,0.008154,-0.006089,-0.000398,-0.009994,0.009284,-0.006964,0.004220,0.013161,-0.010673,-0.000664,-0.020612,-0.011035,0.007071,-0.015884,-0.008041,-0.004776,-0.001625,0.008185,0.019597,0.013962,0.008817,-0.012402,-0.016240,0.012246,-0.000054,0.011422,0.007603,0.011175,0.023087,-0.000721,0.002293,-0.006233,-0.014956,-0.003742,0.006929,0.008639,-0.003634,0.000349
0,gaussian,-0.032134,-0.000040,-0.008080,-0.004849,-0.005801,0.000769,-0.001297,-0.022809,-0.003463,-0.016687,-0.004615,0.012788,0.006544,-0.011863,-0.003917,-0.016536,-0.016508,0.007554,-0.012621,0.002536,0.014916,-0.000101,-0.010370,0.010522,0.008908,-0.039675,0.000050,0.007937,-0.021978,-0.011673,0.005306,-0.029841,-0.015222,-0.032856,-0.033820,0.014065,0.033062,-0.024911,0.007017,0.026175,-0.006251,-0.002435,0.006723,-0.015670,0.104927,0.200517,0.461234,0.970978,1.646981,2.255685,2.557653,2.359682,1.778875,1.101799,0.587262,0.257579,0.112136,0.012445,-0.005365,-0.029742,-0.012433,0.018814,0.024635,0.022198,0.012543,-0.004414,0.032436,0.003260,0.007768,-0.005229,-0.022130,0.018619,0.009521,-0.005193,-0.003225,0.016205,-0.023904,-0.011520,-0.040079,-0.030466,-0.007064,-0.013021,-0.014637,-0.021109,0.023427,0.032905,-0.004087,0.019834,0.000766,-0.018450,-0.006159,0.018559,0.022389,-0.012535,0.013229,-0.005198,-0.037181,0.000616,0.016475,-0.011275,0.001675
1,lorentzian,0.073390,0.043296,0.104117,0.046329,-0.012917,-0.004127,0.132259,0.105378,0.134614,0.085331,0.001594,0.006424,-0.036378,-0.011114,0.077199,-0.098574,0.018766,0.071124,0.079311,-0.025865,0.043003,-0.071443,-0.005777,0.127637,0.028583,0.186086,0.124418,0.143284,0.218195,0.168144,0.063180,0.251238,0.199517,0.232292,0.141038,0.181624,0.279938,0.374450,0.466290,0.576439,0.522433,0.666012,0.776855,0.870564,0.919304,1.210643,1.424132,1.481027,1.479161,1.486684,1.321724,1.148415,1.031055,0.813845,0.749437,0.558266,0.550558,0.419933,0.378554,0.352422,0.267524,0.222800,0.114734,0.179629,0.122321,0.195791,0.205029,0.110073,0.070295,0.054215,0.116813,0.229125,0.083371,0.003794,0.020912,0.026984,0.087631,0.132046,0.016417,0.005931,0.009448,0.020197,0.016459,0.069335,0.047377,0.048870,0.018318,-0.037058,-0.015544,-0.009814,0.031379,0.039938,0.108475,0.013985,0.079603,0.048817,-0.009445,-0.117910,0.001918,0.001663,-0.039293
0,gaussian,0.009465,-0.014186,0.024497,-0.027529,-0.012576,0.009261,0.029289,0.018754,0.021804,0.003278,-0.034523,0.015374,0.003425,-0.006642,-0.006066,-0.007165,0.004841,0.003426,-0.002284,-0.029977,0.008975,0.004714,-0.011150,0.012736,-0.003784,-0.002045,-0.001964,-0.022932,-0.004202,-0.013572,-0.026776,0.020914,-0.013918,-0.001315,0.019817,0.015021,0.011340,-0.004111,-0.007640,-0.017436,0.014550,0.005712,-0.006009,0.013708,0.026686,0.069233,0.195549,0.483080,0.952584,1.613834,2.211272,2.537702,2.419280,1.990873,1.344071,0.747693,0.367250,0.104791,0.055904,0.001641,0.019054,0.021274,0.000510,0.019744,0.009050,0.023123,-0.001198,-0.013003,0.002410,-0.003263,-0.025838,-0.004927,0.027526,0.002431,-0.010900,0.006360,-0.006526,-0.012754,0.018569,0.023858,-0.025674,0.016451,-0.001632,0.037355,-0.020540,0.013815,-0.008037,0.011528,-0.017422,0.020246,-0.002940,-0.004847,-0.002237,-0.001248,0.020953,-0.015485,-0.028204,0.015883,-0.012694,-0.012063,-0.027124
0,gaussian,0.016166,-0.014396,0.006384,0.005313,0.003737,0.006476,-0.007651,-0.002956,-0.005548,0.011475,0.013934,-0.005943,0.001036,-0.009306,-0.005526,-0.008891,-0.001324,-0.003588,0.007820,0.005453,-0.009723,0.006533,-0.000277,0.001201,0.017507,0.000210,0.012513,0.010358,0.007443,-0.008087,0.001993,-0.007635,-0.016248,-0.004549,0.024065,0.015343,-0.013025,0.001812,-0.009075,0.003079,-0.000098,-0.011068,0.002850,0.002731,0.011316,0.053973,0.155582,0.404427,0.855224,1.481881,2.150861,2.594472,2.637262,2.222443,1.553055,0.904632,0.428418,0.174186,0.043872,0.016142,0.003956,-0.008000,0.001458,-0.005648,-0.003688,0.018959,-0.001845,-0.004342,-0.009763,-0.008981,-0.006983,-0.006642,-0.010351,0.005429,0.021811,-0.002633,-0.005266,-0.014414,-0.006467,-0.006408,0.014253,-0.012151,-0.001471,0.011282,0.006014,0.010390,-0.006888,0.008747,-0.012628,0.002677,0.004292,-0.004605,0.004691,-0.007757,-0.014109,-0.003272,0.000548,-0.012898,-0.004067,-0.010503,-0.016627
0,gaussian,0.006991,0.002401,0.009898,-0.006961,0.032862,0.007116,0.003512,0.012773,-0.022988,0.023094,-0.009079,-0.020931,0.026797,-0.010042,-0.017124,-0.017150,-0.034338,-0.018650,-0.023943,-0.022051,-0.015130,0.013891,-0.005627,0.001658,0.011232,-0.002206,-0.004314,0.029684,-0.025150,-0.015607,0.008437,-0.019047,0.019493,0.015368,0.003214,0.011795,-0.018276,0.012391,0.006028,0.006537,-0.002394,0.027497,-0.019482,0.023009,0.097718,0.333566,0.827243,1.573118,2.404026,2.906944,2.868019,2.167850,1.355326,0.720691,0.276824,0.062914,0.034208,-0.034313,0.012474,-0.027315,-0.000962,-0.017574,-0.004770,-0.000307,-0.010088,-0.000209,-0.000940,0.024759,0.006778,0.006576,0.001356,0.014561,0.001105,0.017250,-0.002628,-0.006351,-0.003654,0.013358,-0.009774,0.018734,0.030306,-0.049449,0.017714,0.024950,-0.014298,-0.027746,-0.002921,0.043545,-0.000512,0.005661,0.005584,-0.008993,0.023640,0.009914,0.006396,0.015216,0.039977,-0.000963,-0.000860,0.006386,0.007146
1,lorentzian,0.060570,0.036832,0.156935,-0.077363,-0.033924,0.061355,-0.034518,-0.036699,0.133051,0.015719,-0.017362,0.158017,-0.072379,0.022078,-0.020400,0.071041,0.094297,-0.054952,0.070676,0.249990,0.015463,0.056116,-0.032787,0.124912,0.016756,0.159079,0.159966,0.236850,0.098663,0.282103,0.197291,0.292962,0.447139,0.253296,0.326818,0.483065,0.806201,0.766107,0.979236,1.071300,1.198108,1.431332,1.519447,1.521329,1.220609,1.354398,0.922602,0.913109,0.775155,0.580550,0.580621,0.288874,0.301706,0.240017,0.269124,0.325566,0.379793,0.168443,0.203395,0.029688,0.121972,-0.005348,0.147811,0.033297,0.216721,-0.019615,0.001355,0.135733,-0.164893,0.034455,-0.037016,0.001647,0.009662,0.133204,-0.019761,0.171254,0.041489,-0.168704,0.080534,0.064412,0.031608,0.041207,0.018432,0.072092,0.154032,0.068474,-0.038570,0.110030,-0.006247,0.069597,0.096690,-0.056627,0.029990,0.052815,-0.091549,-0.098609,0.080628,0.021325,-0.083710,0.110248,-0.069792
1,lorentzian,-0.002913,0.092405,0.065300,0.030195,0.060271,0.033920,0.073129,0.090417,-0.025223,-0.034645,0.074358,-0.018557,-0.007225,-0.073750,0.044436,0.045183,-0.030303,0.107186,-0.002463,-0.042839,0.035537,0.114734,0.076475,0.094988,0.104878,0.046205,0.070120,0.016177,0.037667,0.107199,0.093190,0.111964,0.094305,0.078462,0.214046,0.201569,0.155542,0.326901,0.272245,0.299941,0.461311,0.496867,0.588234,0.834776,1.012840,1.006536,0.914120,0.865168,0.730356,0.603909,0.520672,0.506266,0.316310,0.340575,0.265727,0.244636,0.276512,0.099784,0.132429,0.068792,0.151372,0.134676,0.066152,0.005053,0.023638,0.149822,-0.005315,0.020877,0.030829,-0.030919,0.148383,-0.041381,0.029586,0.000716,-0.010737,-0.095496,-0.014856,0.049870,-0.009152,0.188371,0.048624,-0.104827,0.014610,0.020559,0.041209,-0.052499,-0.057350,0.017897,0.013384,0.014605,-0.052069,-0.022207,-0.095540,-0.109786,0.095526,0.015689,0.095796,-0.063230,0.129104,-0.042136,0.050813
0,gaussian,0.015926,0.003327,-0.015964,-0.008307,-0.003798,0.020596,-0.056801,-0.007758,-0.025135,-0.014470,-0.031351,0.015070,-0.009262,-0.009430,-0.011158,0.007008,0.007732,-0.003436,0.012201,0.020112,-0.024052,-0.023603,0.057824,-0.023169,-0.010146,0.009752,-0.014684,-0.025560,-0.001652,0.005769,-0.026519,-0.001416,0.013064,-0.011706,-0.013340,-0.018627,-0.003487,-0.049921,-0.006161,-0.005357,-0.002233,-0.015997,0.049527,0.035139,0.081254,0.154087,0.362772,0.687877,1.165512,1.780790,2.353720,2.711017,2.817306,2.544012,2.045777,1.435708,0.895057,0.476554,0.230058,0.089940,0.022186,-0.006673,-0.019911,-0.008026,-0.005571,-0.010466,0.001902,-0.015165,0.000085,0.040252,0.000406,-0.004926,0.014463,0.019882,0.007148,-0.005398,0.002411,0.007736,0.014638,0.003870,0.016613,0.004028,-0.041147,-0.002986,-0.013388,0.010958,0.010908,-0.006577,0.030917,-0.029655,-0.033919,0.018114,0.011333,0.014466,-0.049942,0.034687,0.004445,-0.015837,-0.004990,-0.010182,0.013422
0,gaussian,-0.035027,0.018211,0.000586,-0.010319,0.000001,-0.019797,0.004776,-0.027030,-0.024680,0.004344,-0.001661,-0.014171,0.011769,0.017667,-0.002322,0.018220,-0.000943,0.000132,0.003450,0.016593,0.011472,0.005345,0.008886,-0.009003,0.019483,0.013606,-0.001509,0.007020,-0.001564,-0.032569,0.006086,-0.030017,-0.016284,-0.012756,-0.016522,0.021537,0.037356,-0.015002,-0.003719,-0.014659,0.011260,-0.019293,0.033378,0.079293,0.241589,0.568329,1.097861,1.759955,2.510051,2.855004,2.717972,2.159663,1.460138,0.771835,0.379690,0.158794,0.043500,0.016643,-0.015024,-0.008254,0.004007,0.004963,0.008138,-0.011493,-0.007850,0.004716,0.039803,-0.006294,-0.009949,0.004637,-0.030927,0.008498,0.031408,-0.032533,-0.003261,-0.016706,-0.005818,-0.008276,-0.023350,-0.008258,0.023522,-0.009540,-0.012996,0.027406,0.008075,-0.003572,0.000469,0.034227,-0.017972,-0.024592,0.004486,-0.004809,0.028355,0.008279,-0.009936,0.004183,0.018439,0.009567,-0.021518,0.021546,0.015164
0,gaussian,0.031863,0.007394,0.010688,0.005931,0.007664,-0.003759,-0.009983,0.007133,-0.023756,0.008712,0.006225,-0.006933,0.002221,-0.008933,-0.010985,0.011242,0.002246,0.023292,0.030675,0.008046,0.003563,0.019937,-0.020083,-0.013644,-0.001587,0.004597,0.001965,0.002172,0.009508,0.000859,0.007519,0.003880,-0.005851,-0.008876,-0.011105,0.005706,-0.001375,0.022386,0.002804,0.023513,-0.011582,0.003216,-0.007598,0.029107,0.126861,0.352839,0.858282,1.636252,2.445457,2.810339,2.561044,1.832443,1.029957,0.445381,0.161577,0.053796,-0.002095,0.023383,-0.013158,0.007205,0.004546,0.024531,-0.004432,0.002711,0.008019,0.012185,-0.000367,0.022835,-0.011832,-0.008732,0.002203,-0.008626,-0.016279,0.017451,0.011317,-0.025204,0.011684,0.014034,-0.012322,0.015217,-0.017274,-0.005816,-0.001913,0.005719,0.004620,0.002607,-0.010067,0.018151,0.007843,-0.006336,-0.006693,0.016566,0.007555,-0.010654,-0.004604,0.012104,-0.023220,-0.010204,0.008484,-0.014397,0.018914
0,gaussian,0.012910,-0.020843,0.019764,0.008807,0.008899,-0.000424,-0.005860,-0.004742,0.021313,0.026362,0.016193,-0.008652,0.006852,0.030706,0.003671,0.015502,-0.003400,-0.009235,-0.009862,-0.001285,-0.001549,0.000572,0.017687,-0.006303,-0.004582,0.010716,-0.009415,-0.006095,-0.013118,0.009384,0.003572,0.012537,-0.000186,-0.002571,0.008930,-0.024802,-0.005881,0.019011,-0.006553,-0.003736,0.023097,0.002132,0.063038,0.128555,0.334082,0.666844,1.165097,1.793543,2.394755,2.751963,2.759665,2.387650,1.754000,1.153324,0.630493,0.323982,0.112501,0.035058,-0.005602,-0.003592,-0.003859,0.012950,0.021143,-0.003767,0.007822,0.004306,0.012365,0.006635,0.009883,0.021347,0.009300,0.011203,-0.027815,0.028477,-0.006341,-0.015620,0.004501,-0.006452,-0.016267,-0.015960,-0.006451,-0.018454,-0.008530,0.016717,0.019423,0.001372,-0.001886,-0.000220,0.026634,0.003243,0.026244,-0.006384,0.006176,0.000342,0.012502,-0.011426,-0.031952,-0.014779,0.005997,-0.017850,0.002302
1,lorentzian,-0.029271,0.122174,0.057367,0.064855,-0.026128,0.113286,0.011445,0.049408,-0.043995,0.032223,0.017159,0.063595,-0.005903,-0.134084,0.002003,0.104408,-0.017775,-0.013157,-0.022956,-0.014580,-0.022516,-0.045297,-0.016579,0.060998,0.069565,0.104875,-0.015241,0.132934,-0.036628,0.096406,0.043800,0.092820,0.288436,0.152806,0.181727,0.111534,0.200656,0.234539,0.210685,0.342049,0.416883,0.378649,0.601324,0.600367,0.872826,0.892243,1.099330,1.130181,1.212694,1.141809,1.105080,0.962757,0.800832,0.683817,0.582831,0.510648,0.444437,0.368132,0.243390,0.319247,0.194512,0.241763,0.159419,0.207811,0.019115,0.145089,0.072655,0.148977,-0.126585,0.243804,-0.089029,0.076430,0.094666,0.160942,0.036294,-0.018704,0.063669,-0.010468,-0.035574,0.005179,0.123010,-0.037037,-0.014022,0.050613,0.030397,0.132783,-0.137756,0.056417,0.020047,-0.043637,0.101800,-0.049107,0.029232,0.141674,-0.001500,0.095284,-0.095942,0.165049,-0.008218,0.081867,-0.013820
1,lorentzian,-0.079592,0.096784,0.036896,-0.113764,-0.034898,0.154005,-0.189904,-0.020557,0.123239,-0.056232,-0.039649,0.010458,0.145246,-0.033831,-0.016441,-0.014636,0.209447,0.208970,0.110292,0.059422,0.090510,0.155687,-0.047613,0.132569,-0.070693,-0.016498,0.116346,-0.078376,0.033307,-0.024527,0.030131,-0.180834,-0.089807,0.005490,0.148310,0.061341,0.083086,0.148758,0.025225,0.133702,0.053543,-0.010598,0.118444,0.218960,0.221709,0.219203,0.454989,0.327568,0.424082,0.590443,0.366084,0.478648,0.824128,0.739547,0.954121,1.186412,1.289290,1.422278,1.382650,1.257302,0.968085,0.953361,0.773419,0.513242,0.643398,0.508777,0.377024,0.298833,0.172813,0.254452,0.247115,0.112358,0.259808,0.051295,-0.050379,0.203924,0.070949,0.084771,0.016298,-0.055953,0.179262,0.009321,0.202718,0.126068,0.027217,-0.041583,-0.015033,-0.058575,0.217424,0.052543,0.133549,-0.072728,0.047716,0.130170,0.000769,0.114676,-0.065410,-0.090246,0.055785,-0.009395,0.075838
1,lorentzian,0.022190,-0.089001,0.179675,-0.089626,-0.070830,-0.048156,0.098882,0.054703,0.091625,0.125476,-0.013292,-0.077023,0.064269,0.090454,0.150166,-0.013672,-0.092523,-0.067068,-0.084462,-0.074705,0.030220,-0.073274,0.009653,-0.057636,0.108812,0.173047,-0.021343,0.116631,0.000263,0.111592,0.027872,0.233431,0.310666,0.204498,0.226765,0.207429,0.121090,0.249296,0.251498,0.331674,0.571500,0.545010,0.628477,0.805175,0.788402,0.886613,1.269401,1.358449,1.303601,1.288897,1.499113,1.237885,0.826594,0.665646,0.912626,0.712724,0.494419,0.525653,0.399746,0.500651,0.366341,0.175425,0.264678,0.126614,0.094553,0.114452,0.094240,-0.045526,-0.070595,0.070257,0.289402,-0.033092,0.068113,0.119035,-0.063771,0.112512,0.044563,0.133051,0.180653,0.154177,-0.027390,-0.119959,-0.051020,0.099873,-0.002303,0.112942,0.046829,-0.154672,0.050050,0.059187,-0.108517,0.087426,0.103109,-0.029288,0.276755,0.001005,0.266426,-0.080874,0.018839,-0.067869,-0.036434
0,gaussian,-0.023951,-0.005876,-0.010208,0.013771,-0.008085,-0.015419,-0.009327,-0.013336,0.009238,-0.003523,-0.003955,-0.004721,-0.023047,-0.009846,0.005238,-0.007171,0.022223,0.019500,0.016443,0.011386,-0.016399,-0.004754,-0.006953,-0.013365,0.007357,0.002292,-0.005372,-0.003002,-0.002440,0.007775,-0.002590,0.002229,0.014261,-0.003254,0.007454,-0.014224,-0.017475,-0.000146,-0.002707,0.004897,0.006967,0.006623,0.017465,0.024963,0.089217,0.218724,0.501871,0.946681,1.488407,2.092637,2.471797,2.492725,2.193772,1.656695,1.095913,0.598424,0.284571,0.105014,0.061790,-0.006823,-0.001897,-0.002905,0.006673,-0.027902,0.006846,-0.005598,0.011280,0.002840,-0.007846,0.005493,0.011963,0.000174,-0.021470,-0.004893,-0.010547,-0.015347,0.003568,0.025281,-0.013557,0.020776,-0.020002,0.013820,0.015640,-0.012073,0.002054,0.004766,-0.007917,-0.021655,0.001531,0.000012,0.026353,-0.019927,-0.004934,-0.001962,0.025724,0.004789,-0.015167,0.014230,-0.019656,0.011016,-0.011215
1,lorentzian,-0.043306,0.074838,0.009065,-0.100348,0.112858,-0.101750,0.070809,0.060026,0.036173,0.072652,-0.067134,-0.058765,-0.089012,-0.094593,0.084921,0.298286,-0.033285,-0.037328,-0.169061,-0.052632,0.044390,0.116947,0.165882,0.005403,0.001190,0.060759,-0.077188,0.159653,0.087654,0.190733,0.205376,0.266920,0.218997,0.036408,0.034560,0.231767,0.240115,0.178315,0.318343,0.403911,0.615484,0.672768,0.780495,1.076781,0.894267,1.014183,0.853472,1.128676,0.694172,0.675016,0.572139,0.618438,0.737658,0.580941,0.541098,0.406910,0.401029,0.104235,0.152527,0.140823,-0.001065,0.073727,-0.077798,0.018410,0.004417,0.057107,-0.014999,0.042855,0.119793,0.213143,0.038161,0.072513,0.029025,0.083043,0.002096,0.115781,0.076992,-0.100800,0.233156,0.035924,0.148729,0.221976,-0.115178,0.149706,-0.022628,0.118446,0.079346,0.026889,-0.087196,-0.161580,0.048065,0.053021,0.054584,0.089071,0.140225,0.147254,-0.051944,-0.222804,-0.102939,0.176109,0.127238
1,lorentzian,0.120097,0.016858,-0.026951,-0.028565,-0.046392,0.035170,0.106210,0.097118,0.161033,-0.105552,0.052111,-0.093061,0.117205,0.068638,0.017422,-0.053648,0.081127,0.109376,-0.038577,0.113172,0.073016,0.024948,0.133321,-0.026034,0.115145,0.181257,0.069483,0.151810,0.065068,0.196675,0.165437,0.232400,0.277680,0.387495,0.353862,0.565478,0.537594,0.614868,0.756008,0.846956,1.265001,1.290256,1.448984,1.541336,1.362720,1.088801,0.987422,0.976020,0.671563,0.566661,0.498764,0.304277,0.431962,0.489768,0.289220,0.129143,0.287118,0.235287,0.114606,0.177031,0.109421,0.144678,0.180557,0.024168,-0.072607,0.189211,0.237822,-0.020277,-0.082764,0.235711,-0.018791,0.079121,0.152797,0.073804,0.024800,0.089388,0.064818,-0.071235,0.020593,-0.013022,0.101774,0.118217,0.054849,0.041406,0.010775,-0.076380,0.122276,-0.039000,-0.092665,0.073924,0.036723,0.045950,0.121837,0.074623,-0.008148,0.037626,0.179742,-0.058080,-0.021353,0.062658,-0.091068
1,lorentzian,0.124353,0.122914,0.452045,-0.039793,-0.013908,0.119982,0.103702,0.126657,0.033729,0.140233,0.062034,-0.040395,0.050476,0.138119,0.165104,0.036301,-0.105248,0.073652,0.104301,0.253925,0.198670,-0.048084,0.098955,0.106940,0.234592,0.140966,-0.053687,0.184233,0.037570,0.108800,0.116094,0.189139,0.192527,0.242769,0.422893,0.464485,0.343527,0.550494,0.733822,0.712201,0.707326,1.071062,1.061401,1.281632,1.483938,1.403425,1.125897,0.845183,0.922674,0.821358,0.547148,0.636259,0.434530,0.234671,0.349446,0.124487,0.321012,0.057893,0.166584,0.065103,0.102590,0.195513,0.034961,0.104752,0.078309,0.272836,0.238517,0.024919,0.055719,0.112667,0.075757,0.027681,0.051509,-0.026488,0.139352,0.048339,0.066090,-0.018184,0.028118,-0.065403,-0.021898,0.024429,0.140353,0.041247,-0.023085,-0.011094,0.007215,0.162523,-0.007534,0.069694,0.022866,-0.032000,0.054104,0.012635,0.011475,-0.093492,0.049099,0.163101,-0.013259,-0.114462,0.060589
0,gaussian,0.004934,-0.011955,0.021068,-0.023240,0.017519,0.017233,0.001954,0.006478,-0.013038,0.000408,-0.022804,-0.012246,-0.003358,-0.039506,0.000704,-0.005660,-0.002445,-0.011185,0.016056,-0.011032,-0.022037,0.026937,-0.024946,-0.000886,0.003649,0.023695,0.023518,-0.018672,0.008072,-0.012669,0.001572,-0.007234,-0.009738,-0.011507,0.023502,-0.011087,0.003186,0.002370,-0.010223,0.008744,-0.005324,0.015470,0.013522,0.055048,0.116756,0.233994,0.483633,0.867360,1.373615,1.919640,2.416834,2.718077,2.693968,2.406523,1.884451,1.327919,0.823492,0.441990,0.224930,0.126521,0.039132,0.010226,0.015632,0.012809,-0.033532,-0.006098,-0.006862,-0.034814,0.008296,-0.006040,-0.023236,0.007156,-0.003782,-0.004104,-0.017391,-0.010273,0.018836,-0.006700,0.000957,-0.022935,0.015746,0.012774,0.024546,-0.003771,0.010522,-0.016712,0.016703,0.019192,0.014871,0.017285,0.003706,-0.007276,-0.027867,-0.000058,-0.017413,0.029008,0.009686,-0.017469,-0.021516,-0.007865,-0.002951
